,Body1 Torque Z(N.m),Time (ms),Excitation
29,-229.906772086064,29,515.16
30,-225.702214080465,30,515.16
0,-407.513604655714,0,941.7600000000001
1,-411.881440637864,1,941.7600000000001
2,-414.087065308867,2,941.7600000000001
3,-412.078182026597,3,941.7600000000001
4,-415.533319629549,4,941.7600000000001
5,-415.685529735715,5,941.7600000000001
6,-413.137818224358,6,941.7600000000001
7,-416.312563757433,7,941.7600000000001
8,-415.299727028816,8,941.7600000000001
9,-417.331108189927,9,941.7600000000001
10,-414.231608912299,10,941.7600000000001
11,-416.905524803248,11,941.7600000000001
12,-413.536865897634,12,941.7600000000001
13,-412.524480372515,13,941.7600000000001
14,-411.731006269225,14,941.7600000000001
15,-411.229149184727,15,941.7600000000001
16,-412.88642342559,16,941.7600000000001
17,-413.379787581244,17,941.7600000000001
18,-414.992719740185,18,941.7600000000001
19,-412.84250706407,19,941.7600000000001
20,-413.568715710989,20,941.7600000000001
21,-413.969007910949,21,941.7600000000001
22,-417.3296029048,22,941.7600000000001
23,-415.299171968557,23,941.7600000000001
24,-417.117744648114,24,941.7600000000001
25,-411.759146092967,25,941.7600000000001
26,-411.475088189839,26,941.7600000000001
27,-411.175524348709,27,941.7600000000001
28,-411.022849609094,28,941.7600000000001
29,-418.666930303554,29,941.7600000000001
30,-411.7666158193,30,941.7600000000001
0,-24.2962503252521,0,57.120000000000005
1,-24.0280452860418,1,57.120000000000005
2,-24.779139324721,2,57.120000000000005
3,-24.7329060719603,3,57.120000000000005
4,-26.3157972780822,4,57.120000000000005
5,-25.900639881478,5,57.120000000000005
6,-24.7595938041875,6,57.120000000000005
7,-25.9501572583778,7,57.120000000000005
8,-25.3822578189456,8,57.120000000000005
9,-26.5236289197234,9,57.120000000000005
10,-23.5769343270101,10,57.120000000000005
11,-25.6609112665796,11,57.120000000000005
12,-23.52901988462,12,57.120000000000005
13,-25.248933623736,13,57.120000000000005
14,-24.2430712696627,14,57.120000000000005
15,-23.8599173089134,15,57.120000000000005
16,-24.2615032357801,16,57.120000000000005
17,-23.8719238541654,17,57.120000000000005
18,-25.2114393283161,18,57.120000000000005
19,-25.0304337431346,19,57.120000000000005
20,-24.4952535968132,20,57.120000000000005
21,-24.1388690139976,21,57.120000000000005
22,-26.3418767756526,22,57.120000000000005
23,-24.314692571647,23,57.120000000000005
24,-26.5115703501064,24,57.120000000000005
25,-24.7594215314615,25,57.120000000000005
26,-24.4743312597599,26,57.120000000000005
27,-25.5897692061433,27,57.120000000000005
28,-23.9005699586897,28,57.120000000000005
29,-24.7985834274973,29,57.120000000000005
30,-23.7087696615042,30,57.120000000000005
0,-343.368338520608,0,792.12
1,-347.05087328101,1,792.12
2,-348.832282751461,2,792.12
3,-347.171937931893,3,792.12
4,-350.290433293852,4,792.12
5,-350.319622956237,5,792.12
6,-348.004855608891,6,792.12
7,-350.78294687939,7,792.12
8,-349.949192915699,8,792.12
9,-351.673159466141,9,792.12
10,-348.738509968393,10,792.12
11,-351.364025936139,11,792.12
12,-348.306128959699,12,792.12
13,-347.692950129839,13,792.12
14,-346.89797120378,14,792.12
15,-346.604730689495,15,792.12
16,-347.787174388029,16,792.12
17,-348.218752271863,17,792.12
18,-349.69032765932,18,792.12
19,-347.806842242944,19,792.12
20,-348.416394331819,20,792.12
21,-348.677691987781,21,792.12
22,-351.697879692591,22,792.12
23,-349.742556270628,23,792.12
24,-351.499485150993,24,792.12
25,-346.934338227908,25,792.12
26,-346.719890404277,26,792.12
27,-346.547755349639,27,792.12
28,-346.234060831614,28,792.12
29,-352.763860838,29,792.12
30,-346.778809407351,30,792.12
0,-152.868637750673,0,351.72
1,-154.260766025781,1,351.72
2,-155.216114704977,2,351.72
3,-154.575592292945,3,351.72
4,-156.711698069726,4,351.72
5,-156.407133966096,5,351.72
6,-154.827827410911,6,351.72
7,-156.575807366353,7,351.72
8,-156.007295970296,8,351.72
9,-157.223431371273,9,351.72
10,-154.439831146072,10,351.72
11,-156.779194874718,11,351.72
12,-154.411093433317,12,351.72
13,-155.127903472243,13,351.72
14,-154.2861113344,14,351.72
15,-154.130178807121,15,351.72
16,-154.53002446362,16,351.72
17,-154.554873905367,17,351.72
18,-155.824085390775,18,351.72
19,-154.89996926219,19,351.72
20,-154.93801707561,20,351.72
21,-154.816928182786,21,351.72
22,-157.176613629424,22,351.72
23,-155.254506296445,23,351.72
24,-157.157709227207,24,351.72
25,-154.442494198067,25,351.72
26,-154.287736149287,26,351.72
27,-154.781322050797,27,351.72
28,-153.798761416122,28,351.72
29,-156.94116656129,29,351.72
30,-153.827462429735,30,351.72
0,-383.178995146789,0,884.8800000000001
1,-387.294301552482,1,884.8800000000001
2,-389.330086507484,2,884.8800000000001
3,-387.451688637355,3,884.8800000000001
4,-390.781022388523,4,884.8800000000001
5,-390.888182259216,5,884.8800000000001
6,-388.4256460953,6,884.8800000000001
7,-391.44734685408,7,884.8800000000001
8,-390.508658948786,8,884.8800000000001
9,-392.413799290869,9,884.8800000000001
10,-389.38400222907,10,884.8800000000001
11,-392.043726917628,11,884.8800000000001
12,-388.796739983037,12,884.8800000000001
13,-387.932544138315,13,884.8800000000001
14,-387.136774188456,14,884.8800000000001
15,-386.725907864538,15,884.8800000000001
16,-388.19086675498,16,884.8800000000001
17,-388.666189534142,17,884.8800000000001
18,-390.221735130533,18,884.8800000000001
19,-388.168519338347,19,884.8800000000001
20,-388.854869900792,20,884.8800000000001
21,-389.201708076682,21,884.8800000000001
22,-392.42604873632,22,884.8800000000001
23,-390.428725038559,23,884.8800000000001
24,-392.215411142433,24,884.8800000000001
25,-387.171286532523,25,884.8800000000001
26,-386.915333513769,26,884.8800000000001
27,-386.656821323042,27,884.8800000000001
28,-386.444291949328,28,884.8800000000001
29,-393.670071191111,29,884.8800000000001
30,-387.112876552674,30,884.8800000000001
0,-84.4210268312381,0,194.64000000000001
1,-84.9379807486404,1,194.64000000000001
2,-85.7500319741332,2,194.64000000000001
3,-85.4374835918178,3,194.64000000000001
4,-87.2652689306416,4,194.64000000000001
5,-86.888120767181,5,194.64000000000001
6,-85.5506078623366,6,194.64000000000001
7,-86.9878521492476,7,194.64000000000001
8,-86.4358486539886,8,194.64000000000001
9,-87.5877194179016,9,194.64000000000001
10,-84.7430854240948,10,194.64000000000001
11,-86.9510048282644,11,194.64000000000001
12,-84.7321887853195,12,194.64000000000001
13,-85.9732490789359,13,194.64000000000001
14,-85.0596198776246,14,194.64000000000001
15,-84.8121633688473,15,194.64000000000001
16,-85.1606089914564,16,194.64000000000001
17,-84.9770830382862,17,194.64000000000001
18,-86.2624543107802,18,194.64000000000001
19,-85.7261042062499,19,194.64000000000001
20,-85.477398382047,20,194.64000000000001
21,-85.2287532112607,21,194.64000000000001
22,-87.4766453946801,22,194.64000000000001
23,-85.5102143071618,23,194.64000000000001
24,-87.5527997821505,24,194.64000000000001
25,-85.3747373681973,25,194.64000000000001
26,-85.168772302342,26,194.64000000000001
27,-85.9785448784164,27,194.64000000000001
28,-84.6473437073319,28,194.64000000000001
29,-86.5877566547327,29,194.64000000000001
30,-84.5442915468388,30,194.64000000000001
0,-302.682799514581,0,697.6800000000001
1,-305.90167102144,1,697.6800000000001
2,-307.452610790853,2,697.6800000000001
3,-306.017174531747,3,697.6800000000001
4,-308.917887248903,4,697.6800000000001
5,-308.866197001792,5,697.6800000000001
6,-306.708936223782,6,697.6800000000001
7,-309.2474001498,7,697.6800000000001
8,-308.501355843768,8,697.6800000000001
9,-310.070073800781,9,697.6800000000001
10,-307.209130255772,10,697.6800000000001
11,-309.788032773818,11,697.6800000000001
12,-306.908911313153,12,697.6800000000001
13,-306.562534426845,13,697.6800000000001
14,-305.769297843307,14,697.6800000000001
15,-305.560599200114,15,697.6800000000001
16,-306.496227295117,16,697.6800000000001
17,-306.866463475822,17,697.6800000000001
18,-308.266005375518,18,697.6800000000001
19,-306.568738558688,19,697.6800000000001
20,-307.084683432373,20,697.6800000000001
21,-307.260710881833,21,697.6800000000001
22,-310.096033953849,22,697.6800000000001
23,-308.16966591823,23,697.6800000000001
24,-309.921418544116,24,697.6800000000001
25,-305.806404530895,25,697.6800000000001
26,-305.626338596264,26,697.6800000000001
27,-305.564169608991,27,697.6800000000001
28,-305.138033771325,28,697.6800000000001
29,-310.947246676277,29,697.6800000000001
30,-305.558664239836,30,697.6800000000001
0,-298.717824764864,0,688.4399999999999
1,-301.890525066755,1,688.4399999999999
2,-303.420601125815,2,688.4399999999999
3,-302.007071029436,3,688.4399999999999
4,-304.886567698301,4,688.4399999999999
5,-304.82706196804,5,688.4399999999999
6,-302.685361798259,6,688.4399999999999
7,-305.201016754487,7,688.4399999999999
8,-304.462509902655,8,688.4399999999999
9,-306.017627262256,9,688.4399999999999
10,-303.162611207884,10,688.4399999999999
11,-305.736417803414,11,688.4399999999999
12,-302.873886681559,12,688.4399999999999
13,-302.554037744094,13,688.4399999999999
14,-301.760872531425,14,688.4399999999999
15,-301.558601302773,15,688.4399999999999
16,-302.47248579817,16,688.4399999999999
17,-302.835891253028,17,688.4399999999999
18,-304.229194051114,18,688.4399999999999
19,-302.550719692646,19,688.4399999999999
20,-303.056711006397,20,688.4399999999999
21,-303.224551656127,21,688.4399999999999
22,-306.043133256828,22,688.4399999999999
23,-304.118878083336,23,688.4399999999999
24,-305.871378707021,24,688.4399999999999
25,-301.798296822126,25,688.4399999999999
26,-301.621065313714,26,688.4399999999999
27,-301.570703465106,27,688.4399999999999
28,-301.132963447643,28,688.4399999999999
29,-306.871612726225,29,688.4399999999999
30,-301.541749047864,30,688.4399999999999
0,-368.187112917846,0,849.96
1,-372.142140827845,1,849.96
2,-374.078795105279,2,849.96
3,-372.282104951244,3,849.96
4,-375.532476543817,4,849.96
5,-375.610617818479,5,849.96
6,-373.202796877495,6,849.96
7,-376.131728042546,7,849.96
8,-375.234828280118,8,849.96
9,-377.068243335831,9,849.96
10,-374.076982583648,10,849.96
11,-376.725244667888,11,849.96
12,-373.551040030706,12,849.96
13,-372.780140827563,13,849.96
14,-371.984343755657,14,849.96
15,-371.622002644817,15,849.96
16,-372.975906493827,16,849.96
17,-373.436692472575,17,849.96
18,-374.959095713752,18,849.96
19,-372.968319975173,19,849.96
20,-373.627439584599,20,849.96
21,-373.941799566094,21,849.96
22,-377.08654906585,22,849.96
23,-375.106708907149,23,849.96
24,-376.879157201173,24,849.96
25,-372.020157236881,25,849.96
26,-371.780629980754,26,849.96
27,-371.552048063764,27,849.96
28,-371.302214364459,28,849.96
29,-378.267216143291,29,849.96
30,-371.924095154746,30,849.96
0,-333.088574201686,0,768.24
1,-336.655820061168,1,768.24
2,-338.376175741565,2,768.24
3,-336.772582936278,3,768.24
4,-339.83614859644,4,768.24
5,-339.844880285914,5,768.24
6,-337.569423263761,6,768.24
7,-340.286033325308,7,768.24
8,-339.476271928224,8,768.24
9,-341.158245599013,9,768.24
10,-338.24444388566,10,768.24
11,-340.859224101618,11,768.24
12,-337.847925352023,12,768.24
13,-337.301214132142,13,768.24
14,-336.506730665205,14,768.24
15,-336.23814222004,15,768.24
16,-337.35417120642,16,768.24
17,-337.771796232878,17,768.24
18,-339.223826416142,18,768.24
19,-337.386205079213,19,768.24
20,-337.973563051114,20,768.24
21,-338.213100321591,21,768.24
22,-341.184325921036,22,768.24
23,-339.237612305056,23,768.24
24,-340.990933059249,24,768.24
25,-336.543084913402,25,768.24
26,-336.338172982917,26,768.24
27,-336.191836717804,27,768.24
28,-335.850750620425,28,768.24
29,-342.199210059525,29,768.24
30,-336.363783210956,30,768.24
0,-184.427863111645,0,424.32000000000005
1,-186.21614264656,1,424.32000000000005
2,-187.264416122846,2,424.32000000000005
3,-186.464259254801,3,424.32000000000005
4,-188.752481763907,4,424.32000000000005
5,-188.491465635264,5,424.32000000000005
6,-186.794779968128,6,424.32000000000005
7,-188.696738683106,7,424.32000000000005
8,-188.107781808466,8,424.32000000000005
9,-189.372835073432,9,424.32000000000005
10,-186.597359122518,10,424.32000000000005
11,-188.993543746203,11,424.32000000000005
12,-186.538514422823,12,424.32000000000005
13,-187.021348158823,13,424.32000000000005
14,-186.201209062406,14,424.32000000000005
15,-186.064189247588,15,424.32000000000005
16,-186.528254441587,16,424.32000000000005
17,-186.639305504744,17,424.32000000000005
18,-187.917357141439,18,424.32000000000005
19,-186.820944772267,19,424.32000000000005
20,-186.976925300942,20,424.32000000000005
21,-186.916344203235,21,424.32000000000005
22,-189.34967965462,22,424.32000000000005
23,-187.438703589374,23,424.32000000000005
24,-189.291299005504,24,424.32000000000005
25,-186.308745819928,25,424.32000000000005
26,-186.163815676792,26,424.32000000000005
27,-186.523632497748,27,424.32000000000005
28,-185.680975826162,28,424.32000000000005
29,-189.382375973497,29,424.32000000000005
30,-185.781087415253,30,424.32000000000005
0,-15.2035729325681,0,36.36
1,-14.8153270323646,1,36.36
2,-15.5624309056694,2,36.36
3,-15.5546991790952,3,36.36
4,-17.1027061339105,4,36.36
5,-16.6838815753347,5,36.36
6,-15.5712315930425,6,36.36
7,-16.7266220025974,7,36.36
8,-16.1538860831466,8,36.36
9,-17.2973687172352,9,36.36
10,-14.331337153365,10,36.36
11,-16.3958490788723,11,36.36
12,-14.2735272439225,12,36.36
13,-16.0673590771492,13,36.36
14,-15.0451565508763,14,36.36
15,-14.6370349851318,15,36.36
16,-15.0546241831707,16,36.36
17,-14.6320607621501,17,36.36
18,-15.9829914741394,18,36.36
19,-15.8568565730803,19,36.36
20,-15.2755821627165,20,36.36
21,-14.9032568362125,21,36.36
22,-17.1037781984822,22,36.36
23,-15.0656654270022,23,36.36
24,-17.2884137030005,24,36.36
25,-15.5969740705781,25,36.36
26,-15.2971535056441,26,36.36
27,-16.4610333153037,27,36.36
28,-14.713497386414,28,36.36
29,-15.4550078300866,29,36.36
30,-14.510509043496,30,36.36
0,-85.636742823319,0,197.4
1,-86.1694188651029,1,197.4
2,-86.9833258107414,2,197.4
3,-86.665180299121,3,197.4
4,-88.4981713362771,4,197.4
5,-88.1220414647576,5,197.4
6,-86.7803988400754,6,197.4
7,-88.2228845037272,7,197.4
8,-87.6709128105282,8,197.4
9,-88.8234351196654,9,197.4
10,-85.9803999042266,10,197.4
11,-88.1907442000253,11,197.4
12,-85.9697448492324,12,197.4
13,-87.2012994136771,13,197.4
14,-86.2892507864913,14,197.4
15,-86.0440099652326,15,197.4
16,-86.3923266344924,16,197.4
17,-86.212748175217,17,197.4
18,-87.4974093944236,18,197.4
19,-86.9540120981465,19,197.4
20,-86.7107667774477,20,197.4
21,-86.4643424112889,21,197.4
22,-88.7136542304847,22,197.4
23,-86.7482432678523,23,197.4
24,-88.7880121779793,24,197.4
25,-86.600899475229,25,197.4
26,-86.3962052311463,26,197.4
27,-87.2000618850447,27,197.4
28,-85.8756002056486,28,197.4
29,-87.8372242352238,29,197.4
30,-85.7746049174869,30,197.4
0,-513.728367151029,0,1190.8799999999999
1,-519.072067144067,1,1190.8799999999999
2,-522.14244661183,2,1190.8799999999999
3,-519.594175904316,3,1190.8799999999999
4,-523.566915582367,4,1190.8799999999999
5,-523.88618246612,5,1190.8799999999999
6,-521.018708358508,6,1190.8799999999999
7,-524.894335305291,7,1190.8799999999999
8,-523.471126387461,8,1190.8799999999999
9,-526.190820820631,9,1190.8799999999999
10,-522.685218251934,10,1190.8799999999999
11,-525.35679420994,11,1190.8799999999999
12,-521.407666741881,12,1190.8799999999999
13,-519.803106065415,13,1190.8799999999999
14,-519.047633008926,14,1190.8799999999999
15,-517.978411457909,15,1190.8799999999999
16,-520.633960457101,16,1190.8799999999999
17,-521.133520988172,17,1190.8799999999999
18,-523.04940411693,18,1190.8799999999999
19,-520.531565094143,19,1190.8799999999999
20,-521.373538939472,20,1190.8799999999999
21,-522.017238291566,21,1190.8799999999999
22,-526.073895161715,22,1190.8799999999999
23,-523.831275855215,23,1190.8799999999999
24,-525.915830633469,24,1190.8799999999999
25,-518.982844961108,25,1190.8799999999999
26,-518.559608029664,26,1190.8799999999999
27,-518.189125992624,27,1190.8799999999999
28,-518.287140832842,28,1190.8799999999999
29,-527.683987115803,29,1190.8799999999999
30,-519.342553094448,30,1190.8799999999999
0,-499.237122691789,0,1156.8
1,-504.460439570303,1,1156.8
2,-507.400943122032,2,1156.8
3,-504.922735220893,3,1156.8
4,-508.828566380838,4,1156.8
5,-509.128651855433,5,1156.8
6,-506.299031265401,6,1156.8
7,-510.076156703081,7,1156.8
8,-508.717315244105,8,1156.8
9,-511.329585859895,9,1156.8
10,-507.889195781004,10,1156.8
11,-510.567809529975,11,1156.8
12,-506.702206537501,12,1156.8
13,-505.172540381467,13,1156.8
14,-504.409240284556,14,1156.8
15,-503.433691613612,15,1156.8
16,-505.938646102387,16,1156.8
17,-506.444238608181,17,1156.8
18,-508.313963976908,18,1156.8
19,-505.841037609419,19,1156.8
20,-506.672502489018,20,1156.8
21,-507.282004474499,21,1156.8
22,-511.233954924944,22,1156.8
23,-509.027049013198,23,1156.8
24,-511.062463850049,24,1156.8
25,-504.364769614274,25,1156.8
26,-503.96146425654,26,1156.8
27,-503.58964467823,27,1156.8
28,-503.654328986302,28,1156.8
29,-512.819696117501,29,1156.8
30,-504.669134158207,30,1156.8
0,-164.74378114686,0,378.96000000000004
1,-166.285553031333,1,378.96000000000004
